Name,Team,playerid
Luis Alvarez,Blue Jays (R),sa3002972
Luis Amaya,Giants (R),sa872809
Luis Amoroso,Rockies (R),sa3005889
Luis Angel Daniel,Mexican (AAA),sa509419
Luis Aquino,- - -,sa657752
Luis Araujo,Indians (A-),sa737446
Luis Arias,Rays (R),sa917494
Luis Armendariz,Mexican (AAA),sa3008503
Luis Arrieta,Pirates (R),sa3003050
Luis Baez,Mariners (R),sa3006137
Luis Barroso,Royals (R),sa3005697
Luis C. Garcia,Indians (R),sa3003062
Luis Candelo,Phillies (R),sa3005815
Luis Carrasco,Phillies (A),sa827249
Luis Castillo,- - -,sa657838
Luis Castillo,Mexican (AAA),sa977665
Luis Cedeno,- - -,sa659945
Luis Cepeda,Royals (R),sa3006132
Luis Colmenares,Red Sox (R),sa872827
Luis Curvelo,Mariners (R),sa3008169
Luis D. Garcia,Indians (R),sa3002983
Luis De Avila,Rockies (R),sa3005839
Luis De Jesus,Braves (R),sa3002935
Luis De La O,- - -,sa508761
Luis De Luna,Mexican (AAA),sa977262
Luis De Paula,Astros (A-),sa3003073
Luis Devers,Cubs (R),sa3005694
Luis Diaz,Pirates (R),sa3005294
Luis Diaz,Braves (R),sa3005825
Luis Diaz,Mexican (AAA),sa506249
Luis Duran,Rays (R),sa3003105
Luis Enrique Rodriguez,Mexican (AAA),sa592350
Luis Escobar,- - -,sa828442
Luis Eusebio,- - -,sa3002799
Luis Frias,- - -,sa917588
Luis Gamez,- - -,sa829025
Luis Garcia,- - -,sa3005197
Luis Gil,- - -,sa877821
Luis Gomez,- - -,sa3006376
Luis Gonzalez,Brewers (R),sa3008316
Luis Gonzalez,- - -,sa550522
Luis Ivan Rodriguez,Mexican (AAA),sa740428
Luis Jimenez,- - -,sa736701
Luis Ledo,White Sox (A),sa740812
Luis Lugo,Royals (AA),sa597249
Luis Madero,- - -,sa828288
Luis Marine,Rangers (R),sa3006389
Luis Marte,Cubs (R),sa3008292
Luis Martinez,White Sox (A+),sa830305
Luis Medina,Mexican (AAA),sa824736
Luis Medina,Rays (R),sa918038
Luis Medina,Yankees (R),sa928510
Luis Mejia,- - -,sa873192
Luis Mendez,Mexican (AAA),sa509937
Luis Mendez,Rangers (AA),sa548109
Luis Mojica,Marlins (A-),sa873452
Luis Moncada,Rays (R),sa873694
Luis Montero,Giants (R),sa3006162
Luis Mora,Braves (R),sa828591
Luis Moreno,- - -,sa3002928
Luis Niebla,Mexican (AAA),sa542987
Luis Nin,White Sox (R),sa3004198
Luis Noguera,Rockies (R),sa962619
Luis Nova,- - -,sa3005462
Luis Ojeda,- - -,sa917766
Luis Ortiz,Cardinals (R),sa3005872
Luis Ovando,Braves (R),sa917293
Luis Oviedo,- - -,sa917344
Luis Ozoria,- - -,sa3006151
Luis Pacheco,Phillies (R),sa3002678
Luis Palacios,Marlins (R),sa3003021
Luis Pasen,- - -,sa917337
Luis Patino,Padres (A),sa3002792
Luis Paulino,Rangers (R),sa3005846
Luis Payan,Mexican (AAA),sa977116
Luis Peguero,Indians (R),sa3005354
Luis Pena,- - -,sa837845
Luis Peralta,Pirates (R),sa3005843
Luis Perez,- - -,sa873758
Luis Pino,- - -,sa683316
Luis Ramirez,- - -,sa917821
Luis Ramos,Cubs (R),sa3006161
Luis Reyes,- - -,sa737048
Luis Rijo,- - -,sa916950
Luis Rivero,Red Sox (R),sa879344
Luis Rodriguez,Cubs (R),sa3005435
Luis Rodriguez,White Sox (R),sa3006397
Luis Rosario,- - -,sa827956
Luis Sanchez,Indians (R),sa3008581
Luis Santos,Indians (A-),sa873147
Luis Silva,Mets (R),sa833636
Luis Silva,Cubs (R),sa919883
Luis Sparles,Reds (R),sa919871
Luis Suarez,Phillies (R),sa3004974
Luis Tena,Cardinals (R),sa3005863
Luis Trinidad,- - -,sa920824
Luis Ubiera,Cubs (R),sa828340
Luis Valdez,Indians/Brewers (R),sa3003404
Luis Valdez,Indians (A-),sa882196
Luis Vasquez,- - -,sa393198
Luis Villar,Royals (R),sa3006496
Luis Ysla,- - -,sa739569
Luisenyer Perez,- - -,sa3006367
Lukas Schiraldi,- - -,sa738692
Lukas Young,Red Sox (A),sa3004595
Luke Barker,Brewers (A+),sa977837
Luke Eubank,- - -,sa829342
Luke Leftwich,Phillies (AA),sa857567
Lun Zhao,- - -,sa3008575
Lylon Lopez,Giants (R),sa3002948
Lyon Richardson,Reds (R),sa3007727
Mac Lozer,Mets (A-),sa3004458
Mac Marshall,Giants (A+),sa829246
Mac Sceroler,- - -,sa915799
Mac Seibert,Rays (A),sa659034
Mack Lemieux,Diamondbacks (A),sa875726
Mack Meyer,Giants (A-),sa3006777
MacKenzie Gore,Padres (A),sa3005068
Maddux Conger,Tigers (R),sa3007716
Maicor Leon,Rays (R),sa3006602
Maikel Aguiar,- - -,sa921734
Maikel Garrido,Phillies (R),sa3008540
Maiker Galea,Tigers (R),sa3005862
Maiker Manuel,Reds (R),sa3003068
Maiker Manzanillo,- - -,sa917816
Maikol Escalona,Rangers (R),sa3003136
Mailon Arroyo,- - -,sa872457
Malcolm Van Buren,Royals (R),sa918752
Malik Jones,Athletics (R),sa3004480
Malky Mena,- - -,sa3003080
Malvin Pena,- - -,sa830644
Manny Barreda,Mexican (AAA),sa390658
Manny Guzman,- - -,sa3004330
Manny Ramirez,- - -,sa3004833
Manual Tovar,Rockies (R),sa3008045
Manuel Al Flores,- - -,sa508195
Manuel Alvarez,- - -,sa3005410
Manuel Baez,Mexican (AAA),sa509129
Manuel Cachutt,Reds (R),sa3003133
Manuel Chavez,Mexican (AAA),sa659414
Manuel Daza,Orioles (R),sa922474
Manuel De La Rosa,Nationals (R),sa3005830
Manuel Dominguez,- - -,sa873332
Manuel Manzanillo,Athletics (R),sa3002920
Manuel Partida,Padres (R),sa3006480
Manuel Ramirez,Red Sox (R),sa917828
Manuel Rodriguez,Cubs (A),sa827607
Manuel Rodriguez,- - -,sa833402
Manuel Rondon,- - -,sa737083
Manuel Santiago,Rangers (R),sa3003145
Manuel Silva,Phillies (A-),sa917865
Manuel Urias,Phillies (R),sa3007606
Manuel Valdez,Mexican (AAA),sa868930
Marbin Montijo,Mets (R),sa828404
Marc Brakeman,- - -,sa857669
Marc Magliaro,Rockies (AA),sa739267
Marcel Renteria,Mets (A),sa3005016
Marcelo Hernandez,Athletics (R),sa916828
Marcelo Martinez,- - -,sa3005060
Marco Antonio Duarte,- - -,sa393279
Marco Camarena,- - -,sa506924
Marco Carrillo,Mexican (AAA),sa328993
Marco Gonzalez,Giants (R),sa916837
Marco Jaime,Mexican (AAA),sa3001900
Marco Jimenez,Tigers (R),sa3002926
Marco Mendivil,Mexican (AAA),sa3005366
Marco Quevedo,Mexican (AAA),sa508101
Marco Ramirez,Mexican (AAA),sa651343
Marco Tovar,Mexican (AAA),sa508092
Marco Villegas,Mets (R),sa3008455
Marcos Arguello,Yankees (R),sa3002915
Marcos Correa,- - -,sa3003128
Marcos Diplan,- - -,sa828590
Marcos Lantigua,Red Sox (A),sa830637
Marcos Machado,Mexican (AAA),sa916571
Marcos Molina,- - -,sa657917
Marcos Reyes,Tigers (R),sa3006148
Marcos Rivas,Mexican (AAA),sa3001058
Marcos Tineo,Diamondbacks (R),sa3003124
Marcus Crescentini,- - -,sa875843
Marcus Evey,- - -,sa3006987
Marcus Mooney,Braves (A+),sa918184
Marcus Reyes,Blue Jays (A-),sa3004489
Mariano Rivera,Nationals (A+),sa829639
Mario Benjamin-Garnett,Athletics (R),sa3003931
Mario Garcia,Pirates (R),sa3005443
Mario Gonzalez,Mexican (AAA),sa502234
Mario Jimenez,Mexican (AAA),sa944733
Mario Meza,- - -,sa652174
Mario Morales,- - -,sa977562
Mario Sanchez,- - -,sa691863
Mario Sanjur,Angels (A+),sa735840
Mark Ecker,Tigers (AA),sa918000
Mark Moclair,Astros (A-),sa3007592
Mark Montgomery,- - -,sa598328
Mark Potter,Phillies (R),sa3008066
Mark Serrano,Mexican (AAA),sa501508
Mark Simon,Mexican (AAA),sa3004993
Mark Washington,- - -,sa3005194
Marlin Willis,Royals (R),sa3005116
Marlon Arias,Mexican (AAA),sa294505
Marlon Constante,Orioles (R),sa873298
Marquito Casilla,Rays (R),sa3003086
Marshall Kasowski,- - -,sa3005114
Martin Anderson,- - -,sa3004865
Martin Buitimea,Rangers (R),sa921661
Martin Carrasco,Padres (R),sa3002791
Martin Cordova,Cardinals (R),sa3007607
Martin Herrera,Tigers (R),sa3007725
Martin Rodriguez,Mets (R),sa3007808
Martin Santana,Dodgers (R),sa3006402
Martin Sotelo,Mexican (AAA),sa509757
Marvin Gorgas,Mariners (A),sa829061
Marvin Mateo,Reds (R),sa917891
Mason Fox,Padres (R),sa3007460
Mason McCullough,- - -,sa827446
Mason McReaken,Braves (R),sa3008504
Mason Melotakis,- - -,sa621016
Mason Thompson,Padres (A),sa917969
Mateo Nunez,Dodgers (R),sa3003114
Matias Carrillo,Mexican (AAA),sa393223
Matt Ball,- - -,sa737933
Matt Blackham,- - -,sa829631
Matt Bower,Angels (A+),sa875356
Matt Brill,- - -,sa738328
Matt Brown,Giants (R),sa3008328
Matt Clancy,Mariners (A),sa872718
Matt Cleveland,Mets (R),sa918273
Matt Custred,- - -,sa876065
Matt De La Rosa,Orioles (R),sa918741
Matt Dennis,Rockies (A+),sa918295
Matt Eagle,- - -,sa3006841
Matt Eckelman,- - -,sa857600
Matt Esparza,- - -,sa875700
Matt Fiedler,Cardinals (A),sa915642
Matt Flemer,Rockies (AAA),sa580429
Matt Foster,- - -,sa738581
Matt Frawley,- - -,sa918386
Matt Frisbee,Giants (A-),sa3006801
Matt Gage,- - -,sa827398
Matt Gunter,- - -,sa3004229
Matt Hardy,Brewers (A),sa3004120
Matt Harris,- - -,sa3007453
Matt Hartman,Braves (R),sa3008498
Matt Krook,Rays (AA),sa737535
Matt Ladrech,- - -,sa915689
Matt Leon,- - -,sa3006844
Matt Manning,- - -,sa917924
Matt Mercer,- - -,sa3007837
Matt Milburn,- - -,sa913084
Matt Peacock,- - -,sa3004019
Matt Pearce,Cardinals (AA),sa829078
Matt Pidich,Reds (R),sa915680
Matt Pierpont,Rockies (AA),sa738366
Matt Pobereyko,- - -,sa921581
Matt Portland,- - -,sa875751
Matt Ramsey,- - -,sa577883
Matt Rowland,Braves (R),sa918206
Matt Ruppenthal,- - -,sa915693
Matt Sauer,Yankees (A-),sa3005118
Matt Seelinger,- - -,sa3004483
Matt Shannon,Blue Jays (A),sa3004087
Matt Swarmer,- - -,sa918458
Matt Tabor,Diamondbacks (A-),sa3005334
Matt Tenuta,- - -,sa658605
Matt Tomshaw,- - -,sa598974
Matt Trowbridge,Orioles (A+),sa829068
Matt Turner,Indians (R),sa3005029
Matt Walker,Mariners (AA),sa876264
Matt Whitehouse,- - -,sa738202
Matt Wivinis,- - -,sa3002775
Matt Wotherspoon,Orioles (AAA),sa738548
Matthew Crownover,Nationals (A+),sa829277
Matthew DeRosier,- - -,sa738347
Matthew Gorst,- - -,sa918262
Matthew Grimes,- - -,sa548289
Matthew Hammonds,- - -,sa3004711
Matthew Kent,- - -,sa875610
Matthew Liberatore,- - -,sa3008163
Matthew Peguero,Rays (R),sa3003164
Matthew Willrodt,Mariners (R),sa3007478
Matthew Wynne,Royals (A+),sa920101
Matthias Dietz,- - -,sa875993
Mauricio Lara,Mexican (AAA),sa198885
Mauricio Llovera,Phillies (A+),sa871671
Mauricio Rodriguez,Padres (R),sa3006368
Maverik Buffo,- - -,sa3004192
Max Cordy,- - -,sa876169
Max Duval,Marlins (AA),sa920102
Max Engelbrekt,Nationals (A),sa3004679
Max Gamboa,- - -,sa3005358
Max Green,Tigers (A),sa3004092
Max Herrmann,- - -,sa3005259
Max Knutson,Orioles (A),sa856181
Max Kranick,Pirates (A),sa919118
Max Kuhns,Mets (R),sa918473
Max Lazar,Brewers (R),sa3005163
Max Roberts,Mariners (A-),sa3004014
Max Schuh,Rockies (AA),sa829132
Max Wotell,- - -,sa874995
Maximo Castillo,Blue Jays (A),sa917181
Maximo Cortes,Tigers (R),sa3002963
Maykel Rabsatt,- - -,sa3002958
Mayky Perez,Angels (A),sa829767
McKenzie Mills,- - -,sa829294
Meliton Reyes,Blue Jays (R),sa917765
Melquiades Escobar,Mariners (R),sa3005195
Melvi Acosta,Twins (A),sa917401
Melvin Adon,- - -,sa873314
Melvin Jimenez,Pirates (A-),sa872557
Melvin Jimenez,- - -,sa917739
Melvin Martinez,Giants (R),sa3006510
Melvin Mercedes,Athletics (AAA),sa658283
Melvin Ovalles,Diamondbacks (R),sa828289
Micah Miniard,Indians (A+),sa829147
Michael Agis,- - -,sa3002752
Michael Baird,Cardinals (A-),sa3006810
Michael Baumann,- - -,sa829681
Michael Bono,Reds (R),sa3006948
Michael Boyle,- - -,sa857604
Michael Brettell,Cardinals (R),sa3008020
Michael Burrows,Pirates (R),sa3008517
Michael Byrne,Reds (A+),sa3008227
Michael Cederoth,Giants (A+),sa600253
Michael Costanzo,Rays (R),sa3007620
Michael Danielak,Athletics (A),sa918811
Michael Dimock,- - -,sa526011
Michael Flynn,Pirates (A-),sa3006803
Michael Gibbons,- - -,sa876538
Michael Gizzi,- - -,sa3008099
Michael Gomez,Phillies (R),sa3008454
Michael Guzman,Phillies (R),sa3008359
Michael Johnson,- - -,sa709717
Michael Kelly,- - -,sa597767
Michael King,- - -,sa874220
Michael Koval,Mariners (A+),sa918213
Michael Mader,- - -,sa828804
Michael Martinez,Dodgers (R),sa3006415
Michael Matuella,Rangers (A+),sa827490
Michael McCormick,White Sox (R),sa3004114
Michael Mediavilla,- - -,sa3006944
Michael Mercado,Rays (A-),sa3005024
Michael Mertz,- - -,sa918296
Michael Messier,Royals (R),sa918380
Michael Montero,Twins (R),sa3002610
Michael Peoples,- - -,sa658314
Michael Petersen,Brewers (A),sa658475
Michael Plassmeyer,Mariners (A-),sa3006962
Michael Rucker,Cubs (AA),sa919117
Michael Santos,- - -,sa736667
Michael Suarez,Mariners (R),sa735869
Michaelangelo Guzman,Mexican (AAA),sa738504
Michel Baez,- - -,sa968132
Michel Gelabert,- - -,sa3006153
Michel Otanez,Mets (R),sa932611
Michele Vassalotti,- - -,sa3004802
Michell Miliano,Padres (R),sa3005188
Mickey Jannis,- - -,sa550198
Miguel Aguilar,- - -,sa654743
Miguel Aguilar,Reds (A),sa877827
Miguel Ausua,Rockies (A-),sa3006835
Miguel Del Pozo,Marlins (AA),sa597267
Miguel Diaz,- - -,sa3006972
Miguel Figueroa,Astros (R),sa3007781
Miguel Figueroa,Giants (A-),sa916836
Miguel Hernandez,Pirates (A-),sa873180
Miguel Jerez,- - -,sa922562
Miguel Lar,Reds (R),sa3005453
Miguel Lara,Rays (R),sa873548
Miguel Maiz,Cardinals (R),sa3006165
Miguel Mata,Mets (R),sa923358
Miguel Medrano,Reds (R),sa947763
Miguel Mejia,Mexican (AAA),sa514279
Miguel Olivo,Blue Jays (R),sa3005829
Miguel Paulino,Tigers (R),sa917672
Miguel Pena,Braves (R),sa3003115
Miguel Pena,Mexican (AAA),sa501449
Miguel Peralta,Pirates (R),sa3006394
Miguel Pozo,Nationals (R),sa3005893
Miguel Ramirez,Mets (R),sa917500
Miguel Rodriguez,Twins (R),sa3006570
Miguel Romero,- - -,sa3003109
Miguel Rondon,Padres (R),sa3006068
Miguel Sanchez,- - -,sa916730
Miguel Suero,- - -,sa3006066
Miguel Tejada,Orioles (R),sa3006977
Miguel Vinicio,Indians (R),sa3008164
Miguel Yajure,Yankees (A),sa873213
Miguel Yedis,Cardinals (R),sa3006140
Mike Ahmed,Dodgers (AA),sa705802
Mike Bunal,- - -,sa918362
Mike Burke,Orioles (A+),sa829509
Mike Connolly,- - -,sa708470
Mike DeMark,Mexican (AAA),sa376291
Mike Franco,- - -,sa829140
Mike Garcia,- - -,sa3002964
Mike Kaelin,Angels (A+),sa915643
Mike LoPresti,Pirates (A-),sa3006984
Mike Morrison,White Sox (A+),sa918612
Mike Nikorak,Rockies (A-),sa874707
Mike O'Reilly,- - -,sa918643
Mike Pascoe,Blue Jays (R),sa3006989
Mike Shawaryn,- - -,sa738524
Mike Wallace,Pirates (A+),sa857554
Mikey O'Brien,Mexican (AAA),sa455055
Mikey York,- - -,sa918008
Miles Mastrobuoni,Rays (A+),sa918318
Miller Hogan,Rays (A-),sa3007806
Misael Garcia,Cubs (R),sa3006378
Misael Verduzco,Mexican (AAA),sa652171
Mitch Brown,Indians (AA),sa657957
Mitch Hickey,Mets (R),sa3007960
Mitch Horacek,Rockies (AA),sa550295
Mitch Keller,- - -,sa828700
Mitch Lambson,Mexican (AAA),sa577012
Mitch McKown,- - -,sa918474
Mitch Stallings,- - -,sa3007835
Mitch Stophel,- - -,sa3004991
Mitchell Jordan,Athletics (A),sa873675
Mitchell McIntyre,Brewers (R),sa3006842
Mitchell Osnowitz,Cardinals (A+),sa833270
Mitchell Stalsberg,- - -,sa3004223
Mitchell Traver,Angels (A),sa659272
Mitchell White,Dodgers (AA),sa917948
Moises Causado,Twins (R),sa3007846
Moises Ceja,- - -,sa3004641
Moises De La Cruz,Blue Jays (R),sa3003008
Moises Diaz,Cubs (R),sa3005464
Moises Gomez,- - -,sa832779
Moises Lugo,Padres (R),sa3002814
Moises Nolasco,- - -,sa917606
Moises Nova,- - -,sa873434
Moises Perez,Brewers (R),sa916732
Moises Ruiz,Indians/Brewers (R),sa3005469
Moises Severino,Reds (R),sa917453
Montana DuRapau,- - -,sa829611
Morgan Lofstrom,- - -,sa738557
Myles Schroder,Giants (AAA),sa392193
Nabil Crismatt,- - -,sa657397
Nash Knight,- - -,sa876814
Nate Bertness,Angels (A+),sa875697
Nate Griep,Brewers (AA),sa875199
Nate Harris,Rockies (A),sa3004772
Nate Pearson,Blue Jays (A+),sa3005097
Nate Peden,Mets (R),sa3005017
Nathan Alexander,Marlins (R),sa3007969
Nathan Bannister,- - -,sa857696
Nathan Bates,Angels (AA),sa875717
Nathan Kirby,Brewers (A+),sa874754
Nathan Rodriguez,Brewers (A+),sa829785
Nathan Sweeney,- - -,sa918934
Nathan Webb,Royals (R),sa918814
Nathan Witt,Dodgers (R),sa3005340
Nathanael Bido,Phillies (R),sa3005867
Nathanael Perez,Blue Jays (R),sa3002988
Nathanael Santiago,Mexican (AAA),sa869604
Nattino Diplan,- - -,sa737469
Nector Ramirez,Nationals (A-),sa828480
Nehemias Lopez,Angels (R),sa3006401
Nelfi Santos,Blue Jays (R),sa3008501
Nelfri Contreras,Dodgers (R),sa3002809
Nelmerson Xavier Angela,Mets (R),sa880044
Nelson Acosta,White Sox (R),sa828578
Nelson Galindez,- - -,sa3004645
Nelson Gonzalez,Rockies (AAA),sa506311
Nelson Hernandez,Brewers (A),sa828823
Nelson Leon,Mets (R),sa828241
Nelson Prada,Cardinals (R),sa3002944
Nelvin Correa,- - -,sa3003103
Nestor Bautista,Marlins (A),sa829590
Nestor Molina,- - -,sa503616
Nestor Oronel,- - -,sa828488
Nicholas Economos,- - -,sa875301
Nicholas Padilla,- - -,sa875621
Nick Allgeyer,Blue Jays (A-),sa3006698
Nick Anderson,Twins (AAA),sa578957
Nick Brown,Twins (A),sa915777
Nick Bush,Rockies (A-),sa3007838
Nick Duron,- - -,sa876053
Nick Fanti,Phillies (A+),sa876058
Nick Gallagher,Indians (A),sa3005408
Nick Green,- - -,sa738690
Nick Gruener,- - -,sa918503
Nick Hanson,Reds (R),sa917957
Nick Hartman,- - -,sa918176
Nick Highberger,Athletics (A),sa872728
Nick Howard,- - -,sa827196
Nick Jobst,- - -,sa918342
Nick Johnson,White Sox (R),sa3006773
Nick Kennedy,Rockies (A),sa3004987
Nick Kuzia,- - -,sa3004493
Nick Lee,Rays (A-),sa3006800
Nick Lovullo,Red Sox (A+),sa659264
Nick Margevicius,- - -,sa3004346
Nick Mears,Pirates (A-),sa3008594
Nick Meservey,Orioles (R),sa3008402
Nick Neidert,Marlins (AA),sa874797
Nick Nelson,- - -,sa829552
Nick Pasquale,- - -,sa658514
Nick Ramirez,- - -,sa577807
Nick Raquet,- - -,sa3004658
Nick Rickles,Phillies (AAA),sa546837
Nick Rios,Padres (R),sa3006117
Nick Roscetti,Brewers (A),sa918590
Nick Sandlin,- - -,sa3006820
Nick Sergakis,Mets (AAA),sa918553
Nick Snyder,Rangers (R),sa3005100
Nick Sprengel,- - -,sa3007714
Nick Starr,Rangers (R),sa3008488
Nick Struck,Mexican (AAA),sa503356
Nick Thwaits,Padres (R),sa3008333
Nick Vespi,Orioles (A),sa875778
Nick Vichio,Orioles (A-),sa3004673
Nick Wegmann,Mariners (R),sa3007267
Nick Wells,- - -,sa828791
Nick Yarnall,Dodgers (A+),sa918978
Nicolas Debora,- - -,sa688946
Nicolas Heredia,Mexican (AAA),sa733608
Nicolas Medina,- - -,sa3003035
Nicoly Pina,Phillies (R),sa3005875
Niels Stone,Cubs (R),sa3008472
Niklas Rimmel,Twins (R),sa3008426
Niomar Gomez,- - -,sa3002607
Nishell Gutierrez,Angels (R),sa916845
Nivaldo Rodriguez,Astros (A-),sa943525
Nixon Silva,Mets (R),sa3006561
Noah Bremer,Rangers (A),sa915571
Noah Bryant,Royals (R),sa3006832
Noah Nunez,Mets (R),sa3005035
Noah Zavolas,- - -,sa3006770
Noe Toribio,Pirates (R),sa3003041
Noel De Jesus,Cardinals (R),sa879105
Noel Gonzalez,Cardinals (A),sa918675
Noel Vela,Padres (R),sa3005177
Noelis Moreno,Phillies (R),sa3006169
Nolan Becker,- - -,sa658169
Nolan Blackwood,- - -,sa874212
Nolan Hoffman,- - -,sa3007471
Nolan Kingham,Braves (R),sa3008224
Nolan Long,- - -,sa659265
Nolan Martinez,- - -,sa917988
Nolan Riggs,- - -,sa840024
Nolan Watson,- - -,sa874732
Nonato Valdez,Braves (R),sa3006418
Norge Ruiz,- - -,sa817357
Norman Elenes,Mexican (AAA),sa504948
Normand Mendoza,Mexican (AAA),sa3008175
Norwith Gudino,- - -,sa872808
Octavio Acosta,Mexican (AAA),sa548115
Octavio Becerra,Mexican (AAA),sa3008303
Odalvi Javier,Braves (A),sa877574
Oddanier Mosqueda,Red Sox (A-),sa917882
Oddy Nunez,- - -,sa874248
Ofelky Peralta,Orioles (A+),sa828239
Ofreidy Gomez,Royals (A+),sa737451
Olbis Parra,- - -,sa737234
Oliver Cervantes,Mexican (AAA),sa3008534
Oliver Garcia,Pirates (R),sa917415
Oliver Jaskie,Mariners (A),sa915858
Oliver Mateo,Pirates (R),sa3005451
Oliver Ortega,Angels (A),sa872800
Oliver Pinto,Giants (R),sa917457
Oliver Rijo,Reds (R),sa921208
Oliver Rosario,- - -,sa3002687
Omar Bencomo,- - -,sa503950
Omar Conoropo,Reds (R),sa917047
Omar Cruz,- - -,sa3006971
Omar Fernandez,Padres (R),sa917995
Omar Herman,- - -,sa917870
Omar Martinez,Yankees (R),sa3008573
Omar Medina,Giants (R),sa3003310
Omar Ventura,- - -,sa879447
Onassis Sirrett,Mexican (AAA),sa395483
Oneiver Diaz,Cardinals (R),sa828895
Orceli Gomez,Rangers (R),sa3007841
Orestes Melendez,Phillies (A-),sa827216
Oriel Castro,White Sox (R),sa3008264
Orlando Lara,- - -,sa328299
Orlando Noriega,Reds (R),sa917566
Orlando Pascual,- - -,sa883761
Orlando Razo,- - -,sa3004217
Orlando Romero,- - -,sa827251
Orlandy Navarro,- - -,sa917830
Orleny Quiroz,- - -,sa883009
Oscar Abreu,Rangers (R),sa3006362
Oscar Armenta,Mexican (AAA),sa597263
Oscar Brito,Orioles (R),sa917396
Oscar De La Cruz,Cubs (AA),sa737037
Oscar Echarry,- - -,sa3005865
Oscar Felix,Mexican (AAA),sa542046
Oscar Hurtado,Mexican (AAA),sa210450
Oscar Marcelino,Phillies (A-),sa830623
Oscar Nunez,Braves (R),sa3004870
Oscar Rojas,- - -,sa3005098
Oscar Severino,Tigers (R),sa3002918
Oscar Tovar,Athletics (A-),sa873186
Oscar Valenzuela,Royals (R),sa3007847
Oscar Verdugo,Mexican (AAA),sa504951
Oscar Williams,Mexican (AAA),sa510244
Osiris German,- - -,sa3003046
Osvaldo Arauz,Phillies (R),sa3005811
Osvaldo Berrios,Athletics (R),sa3004702
Osvaldo Bido,Pirates (A-),sa3003138
Osvaldo De La Rosa,Red Sox (R),sa3005460
Osvaldo Hernandez,Padres (A),sa975541
Osvaldo Oquel,Nationals (R),sa3005689
Oswal Torres,- - -,sa3006157
Oswaldo Castillo,- - -,sa735885
Oswaldo Martinez,- - -,sa393077
Over Galue,Rays (R),sa3008533
Ozzie Mendez,- - -,sa509713
Pablo Falconett,Orioles (R),sa3005869
Pablo Ortega,Mexican (AAA),sa203945
Pablo Pimentel,Diamondbacks (R),sa3007737
Pablo Santana,Pirates (R),sa3003028
Pablo Yanes,White Sox (R),sa3002967
Packy Naughton,Reds (A),sa913120
Parker Bugg,Marlins (A+),sa738946
Parker Curry,- - -,sa977821
Parker Dunshee,- - -,sa873274
Parker French,Rockies (AA),sa829473
Parker Joe Robinson,Angels (R),sa3008221
Parker Kelly,Cardinals (R),sa3007711
Parker McFadden,Orioles (R),sa3006949
Parker Morin,Royals (AAA),sa658263
Parker Mushinski,Astros (A),sa873283
Parker Rigler,White Sox (A),sa915671
Pascal Amon,Dodgers (R),sa917321
Pat Krall,- - -,sa918815
Patrick Biondi,Mets (AAA),sa503056
Patrick Dayton,- - -,sa3004482
Patrick Johnson,- - -,sa526880
Patrick McGuff,Reds (A),sa918916
Patrick Murphy,- - -,sa737629
Patrick Ruotolo,- - -,sa856262
Patrick Sandoval,- - -,sa875337
Patrick Weigel,Braves (R),sa829466
Paul Balestrieri,- - -,sa915714
Paul Campbell,- - -,sa3005052
Paul Paez,- - -,sa658338
Paul Richan,Cubs (A-),sa3008025
Paul Voelker,Tigers (AAA),sa829176
Paul Young,- - -,sa738218
Pearson McMahan,Rockies (A-),sa918461
Pedro Avila,Padres (A+),sa872768
Pedro Barrios,- - -,sa916960
Pedro Espinola,Yankees (R),sa3002909
Pedro Fernandez,- - -,sa657697
Pedro Garcia,Twins (R),sa917174
Pedro Gonzalez,- - -,sa3002617
Pedro Guzman,Blue Jays (R),sa3008428
Pedro King,Rays (R),sa3006158
Pedro Moreno,Reds (R),sa3006114
Pedro Padilla,Blue Jays (R),sa3006601
Pedro Payano,Rangers (AA),sa658997
Pedro Rodriguez,Mexican (AAA),sa528296
Pedro Vasquez,- - -,sa872824
Pedro Zorrilla,Diamondbacks (R),sa917665
Penn Murfee,Mariners (A-),sa3006775
Perez Knowles,Reds (R),sa3008424
Perry DellaValle,Cardinals (R),sa3006991
Peter Bayer,- - -,sa918152
Peter Lambert,- - -,sa874771
Peter Lannoo,- - -,sa3004773
Peter Solomon,- - -,sa829274
Peter Strzelecki,- - -,sa3006947
Petru Balan,Twins (R),sa3004653
Petter Caty,Diamondbacks (R),sa3005861
Peyton Culbertson,- - -,sa3007805
Peyton Gray,Rockies (A-),sa3008046
Peyton Remy,Cubs (R),sa3005302
Phil Bickford,Brewers (A+),sa737441
Phil Morse,Nationals (A),sa918349
Philip Pfeifer,- - -,sa602699
Phillip Diehl,- - -,sa918633
Phillips Valdez,- - -,sa506127
Phoenix Sanders,- - -,sa3004098
PJ Poulin,Rockies (A-),sa3007223
Prelander Berroa,- - -,sa3005069
Preston Morrison,- - -,sa827432
Preston White,Giants (R),sa3006969
Quintin Torres-Costa,- - -,sa876206
R.C. Orlan,- - -,sa503562
R.J. Freure,Astros (A-),sa3008159
Rael Santos,- - -,sa3006635
Rafael Brito,Indians/Brewers (R),sa3002815
Rafael Carvajal,Phillies (A-),sa924083
Rafael Cordova,Mexican (AAA),sa508072
Rafael Diaz,Mexican (AAA),sa509282
Rafael Eysseric,Marlins (R),sa3003061
